Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
28.07.2020 08:41:15,855	1,608206	0,3402257	0	
28.07.2020 08:41:16,121	1,383575	0,3443662	0	
28.07.2020 08:41:16,388	0,8597597	0,3461252	0	
28.07.2020 08:41:16,655	0,3077271	0,3468964	0	
28.07.2020 08:41:16,912	0,1915521	0,3478331	0	
28.07.2020 08:41:17,167	0,230193	0,3492035	0	
28.07.2020 08:41:17,445	0,3360721	0,3511529	0	
28.07.2020 08:41:17,708	0,5226526	0,353528	0	
28.07.2020 08:41:17,963	0,5957609	0,35614	0	
28.07.2020 08:41:18,217	0,6054853	0,3588592	0	
28.07.2020 08:41:18,478	0,6130512	0,361572	0	
28.07.2020 08:41:18,749	0,6148692	0,3644448	0	
28.07.2020 08:41:19,19	0,6121089	0,3670666	0	
28.07.2020 08:41:19,290	0,6077616	0,3696674	0	
28.07.2020 08:41:19,560	0,6055484	0,3724744	0	
28.07.2020 08:41:19,818	0,6041487	0,3750823	0	
28.07.2020 08:41:20,88	0,6054421	0,3777195	0	
28.07.2020 08:41:20,345	0,6077586	0,3803754	0	
28.07.2020 08:41:20,601	0,6097358	0,383041	0	
28.07.2020 08:41:20,851	0,6129759	0,3855196	0	
28.07.2020 08:41:21,118	0,6154486	0,3884153	0	
28.07.2020 08:41:21,390	0,6177437	0,3911099	0	
28.07.2020 08:41:21,662	0,6195335	0,3940149	0	
28.07.2020 08:41:21,930	0,6204875	0,3969224	0	
28.07.2020 08:41:22,201	0,622107	0,399634	0	
28.07.2020 08:41:22,452	0,6228896	0,40213	0	
28.07.2020 08:41:22,705	0,6237433	0,4048417	0	
28.07.2020 08:41:22,968	0,6249244	0,4075584	0	
28.07.2020 08:41:23,228	0,6255608	0,4102744	0	
28.07.2020 08:41:23,482	0,6264613	0,4130002	0	
28.07.2020 08:41:23,746	0,6275136	0,4159407	0	
28.07.2020 08:41:24,8	0,6286645	0,4184644	0	
28.07.2020 08:41:24,272	0,6299314	0,4212025	0	
28.07.2020 08:41:24,526	0,6304066	0,4239363	0	
28.07.2020 08:41:24,789	0,6355311	0,4270321	0	
28.07.2020 08:41:25,58	0,884253	0,4334356	0	
28.07.2020 08:41:25,332	1,300141	0,4419595	0	
28.07.2020 08:41:25,588	1,578037	0,4495145	0	
28.07.2020 08:41:25,856	1,604359	0,4585858	0	
